0:0:GREEN:10,400,497,230,680:1000,450,800,100::
1:1:GREEN:10,400,497,230,680:1000,450,800,100::
2:2:GREEN:10,400,497,230,680:1000,450,800,100::
3:3:GREEN:10,400,497,230,680:1000,450,800,100::
4:4:GREEN:10,400,497,230,680:1000,450,800,100::
5:5:GREEN:10,400,497,230,680:1000,450,800,100::
6:6:GREEN:10,400,497,230,680:1000,450,800,100::
7:7:GREEN:10,400,497,230,680:1000,450,800,100::
8:8:GREEN:10,400,497,230,680:1000,450,800,100::
9:9:GREEN:10,400,497,230,680:1000,450,800,100::
10:10:GREEN:10,400,497,230,680:1000,450,800,100::
11:11:GREEN:10,400,497,230,680:1000,450,800,100::
12:12:GREEN:10,400,497,230,680:1000,450,800,100::
13:13:GREEN:10,400,497,230,680:1000,450,800,100::
14:14:GREEN:10,400,497,230,680:1000,450,800,100::
15:15:GREEN:10,400,497,230,680:1000,450,800,100::
16:16:GREEN:10,400,497,230,680:1000,450,800,100::
17:17:GREEN:10,400,497,230,680:1000,450,800,100::
18:18:GREEN:10,400,497,230,680:1000,450,800,100::
19:19:GREEN:10,400,497,230,680:1000,450,800,100::
20:20:GREEN:10,400,497,230,680:1000,450,800,100::
21:21:GREEN:10,400,497,230,680:1000,450,800,100::
22:22:GREEN:10,400,497,230,680:1000,450,800,100::
23:23:GREEN:10,400,497,230,680:1000,450,800,100::
24:24:GREEN:10,400,497,230,680:1000,450,800,100::
25:25:GREEN:10,400,497,230,680:1000,450,800,100::
26:26:GREEN:10,400,497,230,680:1000,450,800,100::
27:27:GREEN:10,400,497,230,680:1000,450,800,100::
28:28:GREEN:10,400,497,230,680:1000,450,800,100::
29:29:GREEN:10,400,497,230,680:1000,450,800,100::
30:30:GREEN:10,400,497,230,680:1000,450,800,100::
31:31:GREEN:10,400,497,230,680:1000,450,800,100::
32:32:GREEN:10,400,497,230,680:1000,450,800,100::
33:33:GREEN:10,400,497,230,680:1000,450,800,100::
34:34:GREEN:10,400,497,230,680:1000,450,800,100::
35:35:GREEN:10,400,497,230,680:1000,450,800,100::
36:36:GREEN:10,400,497,230,680:1000,450,800,100::
37:37:GREEN:10,400,497,230,680:1000,450,800,100::
38:38:GREEN:10,400,497,230,680:1000,450,800,100::
39:39:GREEN:10,400,497,230,680:1000,450,800,100::
40:40:GREEN:10,400,497,230,680:1000,450,800,100::
41:41:GREEN:10,400,497,230,680:1000,450,800,100::
42:42:GREEN:10,400,497,230,680:1000,450,800,100::
43:43:GREEN:10,400,497,230,680:1000,450,800,100::
44:44:GREEN:10,400,497,230,680:1000,450,800,100::
45:45:GREEN:10,400,497,230,680:1000,450,800,100::
46:46:GREEN:10,400,497,230,680:1000,450,800,100::
47:47:GREEN:10,400,497,230,680:1000,450,800,100::
48:48:GREEN:10,400,497,230,680:1000,450,800,100::
49:49:GREEN:10,400,497,230,680:1000,450,800,100::
50:50:GREEN:10,400,497,230,680:1000,450,800,100::
51:51:GREEN:10,400,497,230,680:1000,450,800,100::
52:52:GREEN:10,400,497,230,680:1000,450,800,100::
53:53:GREEN:10,400,497,230,680:1000,450,800,100::
54:54:GREEN:10,400,497,230,680:1000,450,800,100::
55:55:GREEN:10,400,497,230,680:1000,450,800,100::
56:56:GREEN:10,400,497,230,680:1000,450,800,100::
57:57:GREEN:10,400,497,230,680:1000,450,800,100::
58:58:GREEN:10,400,497,230,680:1000,450,800,100::
59:59:GREEN:10,400,497,230,680:1000,450,800,100::
60:60:GREEN:10,400,497,230,680:1000,450,800,100::
61:61:GREEN:10,400,497,230,680:1000,450,800,100::
62:62:GREEN:10,400,497,230,680:1000,450,800,100::
63:63:GREEN:10,400,497,230,680:1000,450,800,100::
64:64:GREEN:10,400,497,230,680:1000,450,800,100::
65:65:GREEN:10,400,497,230,680:1000,450,800,100::
66:66:GREEN:10,400,497,230,680:1000,450,800,100::
67:67:GREEN:10,400,497,230,680:1000,450,800,100::
68:68:GREEN:10,400,497,230,680:1000,450,800,100::
69:69:GREEN:10,400,497,230,680:1000,450,800,100::
70:70:GREEN:10,400,497,230,680:1000,450,800,100::
71:71:GREEN:10,400,497,230,680:1000,450,800,100::
72:72:GREEN:10,400,497,230,680:1000,450,800,100::
73:73:GREEN:10,400,497,230,680:1000,450,800,100::
74:74:GREEN:10,400,497,230,680:1000,450,800,100::
75:75:GREEN:10,400,497,230,680:1000,450,800,100::
76:76:GREEN:10,400,497,230,680:1000,450,800,100::
77:77:GREEN:10,400,497,230,680:1000,450,800,100::
78:78:GREEN:10,400,497,230,680:1000,450,800,100::
79:79:GREEN:10,400,497,230,680:1000,450,800,100::
80:80:GREEN:10,400,497,230,680:1000,450,800,100::
81:81:GREEN:10,400,497,230,680:1000,450,800,100::
82:82:GREEN:10,400,497,230,680:1000,450,800,100::
83:83:GREEN:10,400,497,230,680:1000,450,800,100::
84:84:GREEN:10,400,497,230,680:1000,450,800,100::
85:85:YELLOW:10,400,497,230,680:1000,450,800,100::
86:86:YELLOW:10,400,497,230,680:1000,450,800,100::
87:87:YELLOW:10,400,497,230,680:1000,450,800,100::
88:88:YELLOW:10,400,497,230,680:1000,450,800,100::
89:89:YELLOW:10,400,497,230,680:1000,450,800,100::
90:90:YELLOW:10,400,497,230,680:1000,450,800,100::
91:91:YELLOW:10,400,497,230,680:1000,450,800,100::
92:92:YELLOW:10,400,497,230,680:1000,450,800,100::
93:93:RED:10,400,497,230,680:1000,450,800,100::
94:94:RED:10,400,497,230,680:1000,450,800,100::
95:95:RED:10,400,497,230,680:1000,450,800,100::
96:96:RED:10,400,497,230,680:1000,450,800,100::
97:97:RED:10,400,497,230,680:1000,450,800,100::
98:98:RED:10,400,497,230,680:1000,450,800,100::
99:99:RED:10,400,497,230,680:1000,450,800,100::
100:100:RED:10,400,497,230,680:1000,450,800,100::
101:101:RED:10,400,497,230,680:1000,450,800,100::
102:102:RED:10,400,497,230,680:1000,450,800,100::
103:103:RED:10,400,497,230,680:1000,450,800,100::
104:104:RED:10,400,497,230,680:1000,450,800,100::
105:105:GREEN:10,400,497,230,680:1000,450,800,100::
106:106:GREEN:10,400,497,230,680:1000,450,800,100::
107:107:GREEN:10,400,497,230,680:1000,450,800,100::
108:108:GREEN:10,400,497,230,680:1000,450,800,100::
109:109:GREEN:10,400,497,230,680:1000,450,800,100::
110:110:GREEN:10,400,497,230,680:1000,450,800,100::
111:111:GREEN:10,400,497,230,680:1000,450,800,100::
112:112:GREEN:10,400,497,230,680:1000,450,800,100::
113:113:GREEN:10,400,497,230,680:1000,450,800,100::
114:114:GREEN:10,400,497,230,680:1000,450,800,100::
115:115:GREEN:10,400,497,230,680:1000,450,800,100::
